neighbourhood_cleansed,price
I Centro Storico,70
V Prenestino/Centocelle,40
VIII Appia Antica,50
I Centro Storico,63
I Centro Storico,120
II Parioli/Nomentano,60
XII Monte Verde,75
I Centro Storico,153
I Centro Storico,85
V Prenestino/Centocelle,38
V Prenestino/Centocelle,31
XIII Aurelia,60
I Centro Storico,110
VII San Giovanni/CinecittĂ ,30
I Centro Storico,90
XII Monte Verde,43
I Centro Storico,150
XII Monte Verde,41
II Parioli/Nomentano,72
I Centro Storico,165
I Centro Storico,55
VIII Appia Antica,250
I Centro Storico,200
I Centro Storico,255
VII San Giovanni/CinecittĂ ,67
I Centro Storico,90
I Centro Storico,100
I Centro Storico,120
I Centro Storico,41
I Centro Storico,67
I Centro Storico,120
I Centro Storico,95
I Centro Storico,59
X Ostia/Acilia,50
VII San Giovanni/CinecittĂ ,40
I Centro Storico,250
I Centro Storico,68
I Centro Storico,160
I Centro Storico,78
I Centro Storico,90
I Centro Storico,75
I Centro Storico,177
IV Tiburtina,50
I Centro Storico,77
XIII Aurelia,51
I Centro Storico,50
V Prenestino/Centocelle,40
IX Eur,63
I Centro Storico,30
II Parioli/Nomentano,109
I Centro Storico,75
I Centro Storico,93
I Centro Storico,30
I Centro Storico,77
VII San Giovanni/CinecittĂ ,55
II Parioli/Nomentano,67
I Centro Storico,50
I Centro Storico,50
I Centro Storico,78
XII Monte Verde,66
V Prenestino/Centocelle,70
V Prenestino/Centocelle,60
I Centro Storico,116
I Centro Storico,66
VII San Giovanni/CinecittĂ ,69
VII San Giovanni/CinecittĂ ,50
II Parioli/Nomentano,47
VII San Giovanni/CinecittĂ ,85
I Centro Storico,70
XII Monte Verde,70
I Centro Storico,87
VII San Giovanni/CinecittĂ ,110
I Centro Storico,110
VII San Giovanni/CinecittĂ ,51
I Centro Storico,271
II Parioli/Nomentano,49
IX Eur,55
XIII Aurelia,114
III Monte Sacro,70
I Centro Storico,40
I Centro Storico,95
XIII Aurelia,65
I Centro Storico,71
I Centro Storico,60
I Centro Storico,87
I Centro Storico,321
II Parioli/Nomentano,75
I Centro Storico,110
I Centro Storico,84
I Centro Storico,130
I Centro Storico,100
I Centro Storico,35
I Centro Storico,40
I Centro Storico,69
IV Tiburtina,22
II Parioli/Nomentano,84
VII San Giovanni/CinecittĂ ,39
I Centro Storico,96
VII San Giovanni/CinecittĂ ,36
I Centro Storico,56
I Centro Storico,106
I Centro Storico,93
I Centro Storico,108
XI Arvalia/Portuense,45
I Centro Storico,60
I Centro Storico,48
XIII Aurelia,85
I Centro Storico,66
I Centro Storico,69
I Centro Storico,55
I Centro Storico,97
XIV Monte Mario,89
I Centro Storico,88
I Centro Storico,79
I Centro Storico,84
XI Arvalia/Portuense,70
I Centro Storico,100
V Prenestino/Centocelle,27
V Prenestino/Centocelle,27
V Prenestino/Centocelle,29
I Centro Storico,60
VII San Giovanni/CinecittĂ ,95
I Centro Storico,59
I Centro Storico,45
I Centro Storico,130
II Parioli/Nomentano,70
I Centro Storico,385
I Centro Storico,72
I Centro Storico,95
XII Monte Verde,74
XI Arvalia/Portuense,160
XIII Aurelia,100
II Parioli/Nomentano,143
II Parioli/Nomentano,35
I Centro Storico,56
XIII Aurelia,140
I Centro Storico,50
I Centro Storico,113
I Centro Storico,86
I Centro Storico,36
XI Arvalia/Portuense,70
XII Monte Verde,200
I Centro Storico,99
VIII Appia Antica,110
XII Monte Verde,42
I Centro Storico,57
I Centro Storico,62
XV Cassia/Flaminia,100
I Centro Storico,66
I Centro Storico,150
I Centro Storico,59
I Centro Storico,168
I Centro Storico,130
I Centro Storico,180
VIII Appia Antica,70
VIII Appia Antica,35
I Centro Storico,73
VII San Giovanni/CinecittĂ ,46
I Centro Storico,62
XI Arvalia/Portuense,58
I Centro Storico,77
VIII Appia Antica,93
I Centro Storico,150
XIII Aurelia,90
II Parioli/Nomentano,66
XV Cassia/Flaminia,78
I Centro Storico,139
I Centro Storico,310
II Parioli/Nomentano,105
IV Tiburtina,23
I Centro Storico,103
I Centro Storico,143
XII Monte Verde,55
V Prenestino/Centocelle,38
VII San Giovanni/CinecittĂ ,56
I Centro Storico,130
I Centro Storico,66
XIII Aurelia,70
II Parioli/Nomentano,40
I Centro Storico,65
IV Tiburtina,100
I Centro Storico,120
II Parioli/Nomentano,80
I Centro Storico,45
XIII Aurelia,322
I Centro Storico,69
I Centro Storico,45
I Centro Storico,69
V Prenestino/Centocelle,26
VII San Giovanni/CinecittĂ ,80
VII San Giovanni/CinecittĂ ,80
I Centro Storico,133
I Centro Storico,97
VII San Giovanni/CinecittĂ ,80
II Parioli/Nomentano,40
VII San Giovanni/CinecittĂ ,80
XV Cassia/Flaminia,50
V Prenestino/Centocelle,45
VII San Giovanni/CinecittĂ ,72
II Parioli/Nomentano,54
I Centro Storico,37
XIV Monte Mario,39
I Centro Storico,66
I Centro Storico,146
I Centro Storico,55
XIII Aurelia,65
XIII Aurelia,60
I Centro Storico,47
I Centro Storico,80
I Centro Storico,59
II Parioli/Nomentano,58
I Centro Storico,76
VII San Giovanni/CinecittĂ ,80
I Centro Storico,113
I Centro Storico,186
I Centro Storico,84
I Centro Storico,73
I Centro Storico,49
XIII Aurelia,129
I Centro Storico,100
I Centro Storico,68
I Centro Storico,58
XII Monte Verde,55
II Parioli/Nomentano,64
I Centro Storico,67
XII Monte Verde,120
I Centro Storico,110
I Centro Storico,61
XI Arvalia/Portuense,100
I Centro Storico,242
I Centro Storico,80
VII San Giovanni/CinecittĂ ,55
I Centro Storico,99
I Centro Storico,130
I Centro Storico,232
I Centro Storico,32
I Centro Storico,69
I Centro Storico,55
V Prenestino/Centocelle,30
II Parioli/Nomentano,30
II Parioli/Nomentano,30
II Parioli/Nomentano,30
I Centro Storico,89
I Centro Storico,133
I Centro Storico,168
I Centro Storico,69
I Centro Storico,181
XIII Aurelia,69
I Centro Storico,150
I Centro Storico,45
IX Eur,54
XIII Aurelia,63
I Centro Storico,180
I Centro Storico,59
I Centro Storico,170
I Centro Storico,75
VII San Giovanni/CinecittĂ ,70
V Prenestino/Centocelle,39
XIII Aurelia,80
XIII Aurelia,100
XIII Aurelia,80
I Centro Storico,79
I Centro Storico,299
IV Tiburtina,30
I Centro Storico,90
I Centro Storico,72
XII Monte Verde,40
I Centro Storico,80
XIII Aurelia,180
X Ostia/Acilia,24
VIII Appia Antica,80
I Centro Storico,70
VIII Appia Antica,95
XII Monte Verde,68
I Centro Storico,137
I Centro Storico,178
I Centro Storico,144
XII Monte Verde,79
XIII Aurelia,191
I Centro Storico,177
XII Monte Verde,110
I Centro Storico,135
VIII Appia Antica,66
I Centro Storico,119
I Centro Storico,52
II Parioli/Nomentano,112
VIII Appia Antica,95
XIII Aurelia,376
I Centro Storico,119
V Prenestino/Centocelle,56
I Centro Storico,79
I Centro Storico,116
I Centro Storico,155
XII Monte Verde,72
II Parioli/Nomentano,50
XII Monte Verde,91
I Centro Storico,98
XIII Aurelia,50
I Centro Storico,100
XIV Monte Mario,99
I Centro Storico,80
VII San Giovanni/CinecittĂ ,45
IX Eur,270
I Centro Storico,92
XIV Monte Mario,40
I Centro Storico,88
I Centro Storico,68
VI Roma delle Torri,150
I Centro Storico,58
I Centro Storico,53
V Prenestino/Centocelle,50
I Centro Storico,59
I Centro Storico,68
XIII Aurelia,35
VII San Giovanni/CinecittĂ ,43
IV Tiburtina,85
II Parioli/Nomentano,75
I Centro Storico,136
I Centro Storico,120
XIII Aurelia,85
I Centro Storico,151
III Monte Sacro,40
I Centro Storico,71
I Centro Storico,89
I Centro Storico,85
VII San Giovanni/CinecittĂ ,85
XV Cassia/Flaminia,43
I Centro Storico,71
I Centro Storico,74
I Centro Storico,115
VII San Giovanni/CinecittĂ ,83
I Centro Storico,65
X Ostia/Acilia,30
I Centro Storico,116
I Centro Storico,100
II Parioli/Nomentano,168
I Centro Storico,130
XV Cassia/Flaminia,120
I Centro Storico,152
I Centro Storico,70
I Centro Storico,90
XII Monte Verde,78
IV Tiburtina,41
III Monte Sacro,60
I Centro Storico,70
XII Monte Verde,100
I Centro Storico,100
XIII Aurelia,80
I Centro Storico,50
I Centro Storico,61
I Centro Storico,296
I Centro Storico,73
XIII Aurelia,73
I Centro Storico,79
II Parioli/Nomentano,110
V Prenestino/Centocelle,55
I Centro Storico,70
I Centro Storico,89
VII San Giovanni/CinecittĂ ,56
XIII Aurelia,81
I Centro Storico,118
I Centro Storico,262
V Prenestino/Centocelle,58
V Prenestino/Centocelle,58
I Centro Storico,199
I Centro Storico,100
I Centro Storico,77
I Centro Storico,59
I Centro Storico,186
VIII Appia Antica,100
I Centro Storico,87
I Centro Storico,150
I Centro Storico,98
I Centro Storico,236
V Prenestino/Centocelle,60
I Centro Storico,90
XV Cassia/Flaminia,50
XV Cassia/Flaminia,70
XIII Aurelia,100
II Parioli/Nomentano,120
I Centro Storico,121
V Prenestino/Centocelle,60
I Centro Storico,80
I Centro Storico,69
I Centro Storico,150
I Centro Storico,78
I Centro Storico,99
I Centro Storico,86
I Centro Storico,149
I Centro Storico,99
I Centro Storico,48
I Centro Storico,49
I Centro Storico,49
I Centro Storico,81
I Centro Storico,70
I Centro Storico,50
I Centro Storico,60
I Centro Storico,140
V Prenestino/Centocelle,60
I Centro Storico,98
III Monte Sacro,19
XIII Aurelia,51
II Parioli/Nomentano,35
I Centro Storico,80
XII Monte Verde,60
I Centro Storico,55
II Parioli/Nomentano,200
I Centro Storico,109
I Centro Storico,109
I Centro Storico,109
I Centro Storico,62
I Centro Storico,135
VII San Giovanni/CinecittĂ ,80
I Centro Storico,102
I Centro Storico,65
I Centro Storico,58
VII San Giovanni/CinecittĂ ,69
I Centro Storico,65
XIII Aurelia,82
I Centro Storico,94
XIII Aurelia,54
V Prenestino/Centocelle,27
I Centro Storico,199
I Centro Storico,90
XV Cassia/Flaminia,80
IV Tiburtina,48
I Centro Storico,63
I Centro Storico,80
I Centro Storico,58
X Ostia/Acilia,100
VII San Giovanni/CinecittĂ ,75
I Centro Storico,96
XIII Aurelia,85
I Centro Storico,48
XII Monte Verde,56
IV Tiburtina,20
I Centro Storico,58
I Centro Storico,100
I Centro Storico,117
V Prenestino/Centocelle,130
XII Monte Verde,50
XII Monte Verde,50
II Parioli/Nomentano,35
I Centro Storico,100
XII Monte Verde,65
XI Arvalia/Portuense,20
II Parioli/Nomentano,90
III Monte Sacro,199
I Centro Storico,45
I Centro Storico,126
VII San Giovanni/CinecittĂ ,100
XV Cassia/Flaminia,27
I Centro Storico,159
I Centro Storico,59
XII Monte Verde,90
XIII Aurelia,55
I Centro Storico,143
I Centro Storico,83
X Ostia/Acilia,49
I Centro Storico,61
VII San Giovanni/CinecittĂ ,89
I Centro Storico,67
I Centro Storico,89
IV Tiburtina,48
IV Tiburtina,58
V Prenestino/Centocelle,50
I Centro Storico,57
XIII Aurelia,82
I Centro Storico,160
III Monte Sacro,80
I Centro Storico,40
I Centro Storico,131
VIII Appia Antica,70
II Parioli/Nomentano,35
I Centro Storico,72
XIII Aurelia,73
I Centro Storico,98
XIV Monte Mario,50
XV Cassia/Flaminia,60
I Centro Storico,50
I Centro Storico,85
XII Monte Verde,70
VII San Giovanni/CinecittĂ ,84
II Parioli/Nomentano,55
I Centro Storico,85
XI Arvalia/Portuense,50
VII San Giovanni/CinecittĂ ,100
I Centro Storico,60
I Centro Storico,116
II Parioli/Nomentano,37
VII San Giovanni/CinecittĂ ,30
XIV Monte Mario,48
VII San Giovanni/CinecittĂ ,41
VII San Giovanni/CinecittĂ ,60
XI Arvalia/Portuense,48
VIII Appia Antica,43
I Centro Storico,86
VII San Giovanni/CinecittĂ ,30
VII San Giovanni/CinecittĂ ,60
XII Monte Verde,89
XIV Monte Mario,45
I Centro Storico,67
VIII Appia Antica,70
VII San Giovanni/CinecittĂ ,22
XIII Aurelia,58
I Centro Storico,63
XV Cassia/Flaminia,79
I Centro Storico,80
I Centro Storico,128
XII Monte Verde,45
XII Monte Verde,45
II Parioli/Nomentano,49
XIII Aurelia,50
XIV Monte Mario,160
VIII Appia Antica,50
XIII Aurelia,53
I Centro Storico,34
I Centro Storico,140
II Parioli/Nomentano,95
V Prenestino/Centocelle,55
XIV Monte Mario,45
XIV Monte Mario,48
XIII Aurelia,299
XIV Monte Mario,50
I Centro Storico,191
VII San Giovanni/CinecittĂ ,77
X Ostia/Acilia,60
XIII Aurelia,110
XIII Aurelia,59
I Centro Storico,49
I Centro Storico,120
XV Cassia/Flaminia,43
XII Monte Verde,73
VIII Appia Antica,54
I Centro Storico,110
I Centro Storico,160
V Prenestino/Centocelle,20
I Centro Storico,130
VII San Giovanni/CinecittĂ ,71
XV Cassia/Flaminia,50
XV Cassia/Flaminia,49
VIII Appia Antica,36
I Centro Storico,160
XII Monte Verde,72
XII Monte Verde,72
IX Eur,60
I Centro Storico,95
II Parioli/Nomentano,100
I Centro Storico,66
I Centro Storico,129
XII Monte Verde,85
XII Monte Verde,63
I Centro Storico,70
VII San Giovanni/CinecittĂ ,80
I Centro Storico,183
VII San Giovanni/CinecittĂ ,56
XIII Aurelia,66
II Parioli/Nomentano,50
VIII Appia Antica,45
XIII Aurelia,75
I Centro Storico,80
I Centro Storico,133
I Centro Storico,60
VII San Giovanni/CinecittĂ ,25
X Ostia/Acilia,50
I Centro Storico,65
I Centro Storico,84
II Parioli/Nomentano,61
XIII Aurelia,46
I Centro Storico,85
X Ostia/Acilia,53
VIII Appia Antica,26
I Centro Storico,36
I Centro Storico,45
I Centro Storico,51
I Centro Storico,100
I Centro Storico,88
I Centro Storico,100
XIV Monte Mario,26
I Centro Storico,89
V Prenestino/Centocelle,83
VII San Giovanni/CinecittĂ ,57
I Centro Storico,85
I Centro Storico,85
I Centro Storico,110
XII Monte Verde,45
XII Monte Verde,58
XII Monte Verde,50
II Parioli/Nomentano,85
XII Monte Verde,65
I Centro Storico,195
XI Arvalia/Portuense,31
I Centro Storico,100
I Centro Storico,130
I Centro Storico,99
I Centro Storico,105
VII San Giovanni/CinecittĂ ,76
I Centro Storico,72
X Ostia/Acilia,70
I Centro Storico,100
II Parioli/Nomentano,80
I Centro Storico,60
II Parioli/Nomentano,57
I Centro Storico,103
I Centro Storico,103
I Centro Storico,100
I Centro Storico,75
I Centro Storico,53
I Centro Storico,85
I Centro Storico,110
I Centro Storico,62
II Parioli/Nomentano,53
II Parioli/Nomentano,30
I Centro Storico,65
XIV Monte Mario,80
XIII Aurelia,113
IV Tiburtina,50
I Centro Storico,71
I Centro Storico,43
I Centro Storico,73
I Centro Storico,70
I Centro Storico,68
I Centro Storico,135
XII Monte Verde,45
VII San Giovanni/CinecittĂ ,52
I Centro Storico,98
I Centro Storico,24
I Centro Storico,91
I Centro Storico,95
II Parioli/Nomentano,25
I Centro Storico,78
I Centro Storico,98
I Centro Storico,83
XII Monte Verde,52
VII San Giovanni/CinecittĂ ,69
I Centro Storico,55
III Monte Sacro,72
V Prenestino/Centocelle,50
XII Monte Verde,40
V Prenestino/Centocelle,15
VIII Appia Antica,90
XII Monte Verde,33
VII San Giovanni/CinecittĂ ,50
XIV Monte Mario,50
XIII Aurelia,70
VII San Giovanni/CinecittĂ ,80
II Parioli/Nomentano,35
XV Cassia/Flaminia,80
XII Monte Verde,101
XII Monte Verde,90
II Parioli/Nomentano,59
I Centro Storico,34
XIII Aurelia,135
I Centro Storico,120
I Centro Storico,81
I Centro Storico,50
I Centro Storico,77
I Centro Storico,68
VII San Giovanni/CinecittĂ ,45
II Parioli/Nomentano,55
I Centro Storico,88
I Centro Storico,95
XII Monte Verde,50
V Prenestino/Centocelle,48
I Centro Storico,73
I Centro Storico,50
XV Cassia/Flaminia,60
XII Monte Verde,31
I Centro Storico,63
I Centro Storico,200
XII Monte Verde,59
II Parioli/Nomentano,55
VII San Giovanni/CinecittĂ ,40
II Parioli/Nomentano,80
II Parioli/Nomentano,42
I Centro Storico,60
I Centro Storico,52
II Parioli/Nomentano,59
I Centro Storico,135
I Centro Storico,90
V Prenestino/Centocelle,20
I Centro Storico,75
V Prenestino/Centocelle,85
I Centro Storico,102
I Centro Storico,80
I Centro Storico,36
VII San Giovanni/CinecittĂ ,63
I Centro Storico,217
I Centro Storico,80
I Centro Storico,135
X Ostia/Acilia,61
I Centro Storico,37
I Centro Storico,54
I Centro Storico,68
XIII Aurelia,96
VIII Appia Antica,70
I Centro Storico,45
I Centro Storico,90
XII Monte Verde,63
I Centro Storico,42
IV Tiburtina,75
I Centro Storico,69
XIII Aurelia,65
I Centro Storico,34
I Centro Storico,96
VII San Giovanni/CinecittĂ ,69
VII San Giovanni/CinecittĂ ,59
I Centro Storico,85
XIII Aurelia,45
V Prenestino/Centocelle,65
IV Tiburtina,48
VII San Giovanni/CinecittĂ ,56
I Centro Storico,58
V Prenestino/Centocelle,50
VII San Giovanni/CinecittĂ ,45
I Centro Storico,118
I Centro Storico,102
I Centro Storico,46
I Centro Storico,133
I Centro Storico,49
XII Monte Verde,35
I Centro Storico,80
XIV Monte Mario,42
I Centro Storico,127
V Prenestino/Centocelle,48
I Centro Storico,86
I Centro Storico,191
I Centro Storico,216
I Centro Storico,152
I Centro Storico,49
I Centro Storico,51
I Centro Storico,98
I Centro Storico,181
II Parioli/Nomentano,85
I Centro Storico,50
I Centro Storico,48
II Parioli/Nomentano,29
XII Monte Verde,70
I Centro Storico,170
II Parioli/Nomentano,60
I Centro Storico,84
I Centro Storico,135
I Centro Storico,60
VII San Giovanni/CinecittĂ ,45
I Centro Storico,80
I Centro Storico,84
XII Monte Verde,35
I Centro Storico,85
I Centro Storico,112
V Prenestino/Centocelle,60
I Centro Storico,55
V Prenestino/Centocelle,40
V Prenestino/Centocelle,40
XI Arvalia/Portuense,40
VII San Giovanni/CinecittĂ ,69
I Centro Storico,115
XI Arvalia/Portuense,70
I Centro Storico,97
III Monte Sacro,70
II Parioli/Nomentano,50
II Parioli/Nomentano,45
VII San Giovanni/CinecittĂ ,39
II Parioli/Nomentano,42
I Centro Storico,85
I Centro Storico,70
I Centro Storico,100
I Centro Storico,55
I Centro Storico,115
I Centro Storico,33
XIII Aurelia,140
VII San Giovanni/CinecittĂ ,50
XII Monte Verde,27
I Centro Storico,47
I Centro Storico,66
I Centro Storico,75
II Parioli/Nomentano,54
I Centro Storico,123
I Centro Storico,75
I Centro Storico,80
II Parioli/Nomentano,80
X Ostia/Acilia,70
I Centro Storico,70
I Centro Storico,75
I Centro Storico,52
VII San Giovanni/CinecittĂ ,55
I Centro Storico,74
I Centro Storico,71
I Centro Storico,99
VIII Appia Antica,55
XV Cassia/Flaminia,40
I Centro Storico,174
I Centro Storico,89
XIII Aurelia,190
VII San Giovanni/CinecittĂ ,70
XIII Aurelia,68
II Parioli/Nomentano,116
XII Monte Verde,62
V Prenestino/Centocelle,34
VIII Appia Antica,25
V Prenestino/Centocelle,60
I Centro Storico,130
VII San Giovanni/CinecittĂ ,70
XIII Aurelia,36
I Centro Storico,75
II Parioli/Nomentano,94
XII Monte Verde,65
III Monte Sacro,50
III Monte Sacro,49
I Centro Storico,78
X Ostia/Acilia,150
I Centro Storico,61
VII San Giovanni/CinecittĂ ,180
XIII Aurelia,38
XIV Monte Mario,60
I Centro Storico,80
VII San Giovanni/CinecittĂ ,200
I Centro Storico,59
VIII Appia Antica,45
XV Cassia/Flaminia,112
VIII Appia Antica,25
XIII Aurelia,85
I Centro Storico,270
V Prenestino/Centocelle,22
I Centro Storico,50
X Ostia/Acilia,40
I Centro Storico,94
VII San Giovanni/CinecittĂ ,70
I Centro Storico,58
I Centro Storico,79
VII San Giovanni/CinecittĂ ,45
XIV Monte Mario,65
VI Roma delle Torri,19
I Centro Storico,250
XII Monte Verde,112
I Centro Storico,149
II Parioli/Nomentano,91
XIII Aurelia,55
I Centro Storico,50
I Centro Storico,80
I Centro Storico,60
I Centro Storico,104
X Ostia/Acilia,60
I Centro Storico,101
XIII Aurelia,78
I Centro Storico,140
II Parioli/Nomentano,60
XIII Aurelia,51
I Centro Storico,73
I Centro Storico,72
IV Tiburtina,35
VIII Appia Antica,62
I Centro Storico,56
I Centro Storico,80
V Prenestino/Centocelle,45
IX Eur,39
VII San Giovanni/CinecittĂ ,37
XIII Aurelia,132
II Parioli/Nomentano,23
X Ostia/Acilia,180
VI Roma delle Torri,18
I Centro Storico,90
XIII Aurelia,169
II Parioli/Nomentano,57
I Centro Storico,100
XIII Aurelia,120
I Centro Storico,69
I Centro Storico,109
II Parioli/Nomentano,40
I Centro Storico,120
XI Arvalia/Portuense,40
I Centro Storico,176
I Centro Storico,99
IX Eur,102
I Centro Storico,48
VII San Giovanni/CinecittĂ ,70
V Prenestino/Centocelle,40
I Centro Storico,61
VII San Giovanni/CinecittĂ ,60
I Centro Storico,68
XI Arvalia/Portuense,89
IX Eur,65
V Prenestino/Centocelle,40
II Parioli/Nomentano,44
X Ostia/Acilia,47
I Centro Storico,220
I Centro Storico,89
VII San Giovanni/CinecittĂ ,30
VIII Appia Antica,49
VIII Appia Antica,85
I Centro Storico,145
I Centro Storico,59
I Centro Storico,116
XIII Aurelia,71
I Centro Storico,130
XII Monte Verde,41
XII Monte Verde,35
I Centro Storico,126
XIII Aurelia,60
I Centro Storico,257
I Centro Storico,100
I Centro Storico,76
I Centro Storico,100
XV Cassia/Flaminia,63
VII San Giovanni/CinecittĂ ,79
I Centro Storico,115
VII San Giovanni/CinecittĂ ,36
II Parioli/Nomentano,29
VII San Giovanni/CinecittĂ ,62
I Centro Storico,79
I Centro Storico,120
VII San Giovanni/CinecittĂ ,65
VII San Giovanni/CinecittĂ ,103
